,date,cum_cases,new_cases,country
25,20200311,20,0,Algeria
26,20200312,26,6,Algeria
27,20200313,26,0,Algeria
28,20200314,39,13,Algeria
29,20200315,54,15,Algeria
30,20200316,60,6,Algeria
31,20200317,61,1,Algeria
32,20200318,75,14,Algeria
33,20200319,90,15,Algeria
34,20200320,94,4,Algeria
35,20200321,139,45,Algeria
36,20200322,201,62,Algeria
37,20200323,230,29,Algeria
38,20200324,264,34,Algeria
39,20200325,302,38,Algeria
40,20200326,367,65,Algeria
41,20200327,409,42,Algeria
42,20200328,454,45,Algeria
43,20200329,511,57,Algeria
44,20200215,15,15,Australia
45,20200216,15,0,Australia
46,20200217,15,0,Australia
47,20200218,15,0,Australia
48,20200219,15,0,Australia
49,20200220,17,2,Australia
50,20200221,19,2,Australia
51,20200222,21,2,Australia
52,20200223,22,1,Australia
53,20200224,22,0,Australia
54,20200225,22,0,Australia
55,20200226,23,1,Australia
56,20200227,23,0,Australia
57,20200228,25,2,Australia
58,20200229,25,0,Australia
59,20200301,29,4,Australia
60,20200302,33,4,Australia
61,20200303,39,6,Australia
62,20200304,53,14,Australia
63,20200305,60,7,Australia
64,20200306,63,3,Australia
65,20200307,74,11,Australia
66,20200308,83,9,Australia
67,20200309,93,10,Australia
68,20200310,116,23,Australia
69,20200311,128,12,Australia
70,20200312,156,28,Australia
71,20200313,199,43,Australia
72,20200314,248,49,Australia
73,20200315,300,52,Australia
74,20200316,401,101,Australia
75,20200317,455,54,Australia
76,20200318,596,141,Australia
77,20200319,756,160,Australia
78,20200320,928,172,Australia
79,20200321,1072,144,Australia
80,20200322,1609,537,Australia
81,20200323,1887,278,Australia
82,20200324,2317,430,Australia
83,20200325,2676,359,Australia
84,20200326,3050,374,Australia
85,20200327,3378,328,Australia
86,20200328,3635,257,Australia
87,20200329,4163,528,Australia
88,20200215,0,0,Austria
89,20200216,0,0,Austria
90,20200217,0,0,Austria
91,20200218,0,0,Austria
92,20200219,0,0,Austria
93,20200220,0,0,Austria
94,20200221,0,0,Austria
95,20200222,0,0,Austria
96,20200223,0,0,Austria
97,20200224,0,0,Austria
98,20200225,2,2,Austria
99,20200226,2,0,Austria
100,20200227,5,3,Austria
101,20200228,7,2,Austria
102,20200229,10,3,Austria
103,20200301,14,4,Austria
104,20200302,18,4,Austria
105,20200303,24,6,Austria
106,20200304,29,5,Austria
107,20200305,43,14,Austria
108,20200306,66,23,Austria
109,20200307,81,15,Austria
110,20200308,104,23,Austria
111,20200309,131,27,Austria
112,20200310,182,51,Austria
113,20200311,246,64,Austria
114,20200312,361,115,Austria
115,20200313,504,143,Austria
116,20200314,655,151,Austria
117,20200315,860,205,Austria
118,20200316,1018,158,Austria
119,20200317,1332,314,Austria
120,20200318,1646,314,Austria
121,20200319,2179,533,Austria
122,20200320,2649,470,Austria
123,20200321,2992,343,Austria
124,20200322,3582,590,Austria
125,20200323,4474,892,Austria
126,20200324,5283,809,Austria
127,20200325,5588,305,Austria
128,20200326,6909,1321,Austria
129,20200327,7697,788,Austria
130,20200328,8271,574,Austria
131,20200329,8788,517,Austria
132,20200215,1,1,Belgium
133,20200216,1,0,Belgium
134,20200217,1,0,Belgium
135,20200218,1,0,Belgium
136,20200219,1,0,Belgium
137,20200220,1,0,Belgium
138,20200221,1,0,Belgium
139,20200222,1,0,Belgium
140,20200223,1,0,Belgium
141,20200224,1,0,Belgium
142,20200225,1,0,Belgium
143,20200226,1,0,Belgium
144,20200227,1,0,Belgium
145,20200228,1,0,Belgium
146,20200229,1,0,Belgium
147,20200301,2,1,Belgium
148,20200302,8,6,Belgium
149,20200303,15,7,Belgium
150,20200304,23,8,Belgium
151,20200305,50,27,Belgium
152,20200306,109,59,Belgium
153,20200307,169,60,Belgium
154,20200308,200,31,Belgium
155,20200309,239,39,Belgium
156,20200310,267,28,Belgium
157,20200311,314,47,Belgium
158,20200312,399,85,Belgium
159,20200313,559,160,Belgium
160,20200314,689,130,Belgium
161,20200315,886,197,Belgium
162,20200316,1058,172,Belgium
163,20200317,1243,185,Belgium
164,20200318,1486,243,Belgium
165,20200319,1795,309,Belgium
166,20200320,2257,462,Belgium
167,20200321,2815,558,Belgium
168,20200322,3401,586,Belgium
169,20200323,3743,342,Belgium
170,20200324,4269,526,Belgium
171,20200325,4937,668,Belgium
172,20200326,6235,1298,Belgium
173,20200327,7284,1049,Belgium
174,20200328,9134,1850,Belgium
175,20200329,10836,1702,Belgium
176,20200215,0,0,Brazil
177,20200216,0,0,Brazil
178,20200217,0,0,Brazil
179,20200218,0,0,Brazil
180,20200219,0,0,Brazil
181,20200220,0,0,Brazil
182,20200221,0,0,Brazil
183,20200222,0,0,Brazil
184,20200223,0,0,Brazil
185,20200224,0,0,Brazil
186,20200225,1,1,Brazil
187,20200226,1,0,Brazil
188,20200227,1,0,Brazil
189,20200228,1,0,Brazil
190,20200229,2,1,Brazil
191,20200301,2,0,Brazil
192,20200302,2,0,Brazil
193,20200303,2,0,Brazil
194,20200304,3,1,Brazil
195,20200305,8,5,Brazil
196,20200306,13,5,Brazil
197,20200307,19,6,Brazil
198,20200308,25,6,Brazil
199,20200309,25,0,Brazil
200,20200310,34,9,Brazil
201,20200311,52,18,Brazil
202,20200312,77,25,Brazil
203,20200313,151,74,Brazil
204,20200314,151,0,Brazil
205,20200315,200,49,Brazil
206,20200316,234,34,Brazil
207,20200317,346,112,Brazil
208,20200318,529,183,Brazil
209,20200319,640,111,Brazil
210,20200320,970,330,Brazil
211,20200321,1178,208,Brazil
212,20200322,1546,368,Brazil
213,20200323,1924,378,Brazil
214,20200324,2247,323,Brazil
215,20200325,2554,307,Brazil
216,20200326,2985,431,Brazil
217,20200327,3417,432,Brazil
218,20200328,3904,487,Brazil
219,20200329,4256,352,Brazil
220,20200215,8,8,Canada
221,20200216,8,0,Canada
222,20200217,8,0,Canada
223,20200218,8,0,Canada
224,20200219,8,0,Canada
225,20200220,8,0,Canada
226,20200221,9,1,Canada
227,20200222,9,0,Canada
228,20200223,10,1,Canada
229,20200224,11,1,Canada
230,20200225,11,0,Canada
231,20200226,12,1,Canada
232,20200227,14,2,Canada
233,20200228,15,1,Canada
234,20200229,20,5,Canada
235,20200301,24,4,Canada
236,20200302,27,3,Canada
237,20200303,30,3,Canada
238,20200304,34,4,Canada
239,20200305,37,3,Canada
240,20200306,54,17,Canada
241,20200307,60,6,Canada
242,20200308,66,6,Canada
243,20200309,77,11,Canada
244,20200310,95,18,Canada
245,20200311,110,15,Canada
246,20200312,142,32,Canada
247,20200313,198,56,Canada
248,20200314,252,54,Canada
249,20200315,341,89,Canada
250,20200316,441,100,Canada
251,20200317,598,157,Canada
252,20200318,727,129,Canada
253,20200319,873,146,Canada
254,20200320,1087,214,Canada
255,20200321,1328,241,Canada
256,20200322,1470,142,Canada
257,20200323,2091,621,Canada
258,20200324,2792,701,Canada
259,20200325,3409,617,Canada
260,20200326,4043,634,Canada
261,20200327,4757,714,Canada
262,20200328,5655,898,Canada
263,20200329,6320,665,Canada
264,20200122,571,571,China
265,20200123,830,259,China
266,20200124,1287,457,China
267,20200125,1975,688,China
268,20200126,2744,769,China
269,20200127,4515,1771,China
270,20200128,5974,1459,China
271,20200129,7711,1737,China
272,20200130,9692,1981,China
273,20200131,11791,2099,China
274,20200201,14380,2589,China
275,20200202,17205,2825,China
276,20200203,20440,3235,China
277,20200204,24324,3884,China
278,20200205,28018,3694,China
279,20200206,31161,3143,China
280,20200207,34546,3385,China
281,20200208,37198,2652,China
282,20200209,40171,2973,China
283,20200210,42638,2467,China
284,20200211,44653,2015,China
285,20200212,58761,14108,China
286,20200213,63851,5090,China
287,20200214,66492,2641,China
288,20200215,68500,2008,China
289,20200216,70548,2048,China
290,20200217,72436,1888,China
291,20200218,74185,1749,China
292,20200219,74576,391,China
293,20200220,75465,889,China
294,20200221,76288,823,China
295,20200222,76936,648,China
296,20200223,77150,214,China
297,20200224,77658,508,China
298,20200225,78064,406,China
299,20200226,78497,433,China
300,20200227,78824,327,China
301,20200228,79251,427,China
302,20200229,79824,573,China
303,20200301,80026,202,China
304,20200302,80151,125,China
305,20200303,80270,119,China
306,20200304,80409,139,China
307,20200305,80552,143,China
308,20200306,80651,99,China
309,20200307,80695,44,China
310,20200308,80735,40,China
311,20200309,80754,19,China
312,20200310,80778,24,China
313,20200311,80793,15,China
314,20200312,80813,20,China
315,20200313,80824,11,China
316,20200314,80844,20,China
317,20200315,80860,16,China
318,20200316,80881,21,China
319,20200317,80894,13,China
320,20200318,80928,34,China
321,20200319,80967,39,China
322,20200320,81008,41,China
323,20200321,81054,46,China
324,20200322,81093,39,China
325,20200323,81171,78,China
326,20200324,81218,47,China
327,20200325,81285,67,China
328,20200326,81340,55,China
329,20200327,81394,54,China
330,20200328,81439,45,China
331,20200329,81439,0,China
332,20200215,0,0,Denmark
333,20200216,0,0,Denmark
334,20200217,0,0,Denmark
335,20200218,0,0,Denmark
336,20200219,0,0,Denmark
337,20200220,0,0,Denmark
338,20200221,0,0,Denmark
339,20200222,0,0,Denmark
340,20200223,0,0,Denmark
341,20200224,0,0,Denmark
342,20200225,0,0,Denmark
343,20200226,0,0,Denmark
344,20200227,1,1,Denmark
345,20200228,2,1,Denmark
346,20200229,3,1,Denmark
347,20200301,4,1,Denmark
348,20200302,4,0,Denmark
349,20200303,10,6,Denmark
350,20200304,14,4,Denmark
351,20200305,19,5,Denmark
352,20200306,21,2,Denmark
353,20200307,27,6,Denmark
354,20200308,35,8,Denmark
355,20200309,90,55,Denmark
356,20200310,262,172,Denmark
357,20200311,514,252,Denmark
358,20200312,674,160,Denmark
359,20200313,804,130,Denmark
360,20200314,836,32,Denmark
361,20200315,864,28,Denmark
362,20200316,914,50,Denmark
363,20200317,977,63,Denmark
364,20200318,1057,80,Denmark
365,20200319,1151,94,Denmark
366,20200320,1255,104,Denmark
367,20200321,1326,71,Denmark
368,20200322,1395,69,Denmark
369,20200323,1460,65,Denmark
370,20200324,1591,131,Denmark
371,20200325,1724,133,Denmark
372,20200326,1877,153,Denmark
373,20200327,2046,169,Denmark
374,20200328,2201,155,Denmark
375,20200329,2395,194,Denmark
376,20200215,12,12,France
377,20200216,12,0,France
378,20200217,12,0,France
379,20200218,12,0,France
380,20200219,12,0,France
381,20200220,12,0,France
382,20200221,12,0,France
383,20200222,12,0,France
384,20200223,12,0,France
385,20200224,12,0,France
386,20200225,14,2,France
387,20200226,18,4,France
388,20200227,38,20,France
389,20200228,57,19,France
390,20200229,100,43,France
391,20200301,130,30,France
392,20200302,191,61,France
393,20200303,212,21,France
394,20200304,285,73,France
395,20200305,423,138,France
396,20200306,653,230,France
397,20200307,949,296,France
398,20200308,1209,260,France
399,20200309,1412,203,France
400,20200310,1784,372,France
401,20200311,2281,497,France
402,20200312,2876,595,France
403,20200313,3661,785,France
404,20200314,4499,838,France
405,20200315,5423,924,France
406,20200316,6633,1210,France
407,20200317,7730,1097,France
408,20200318,9134,1404,France
409,20200319,10995,1861,France
410,20200320,12612,1617,France
411,20200321,14459,1847,France
412,20200322,16018,1559,France
413,20200323,19856,3838,France
414,20200324,22304,2448,France
415,20200325,25233,2929,France
416,20200326,29155,3922,France
417,20200327,32964,3809,France
418,20200328,37575,4611,France
419,20200329,40174,2599,France
420,20200215,16,16,Germany
421,20200216,16,0,Germany
422,20200217,16,0,Germany
423,20200218,16,0,Germany
424,20200219,16,0,Germany
425,20200220,16,0,Germany
426,20200221,16,0,Germany
427,20200222,16,0,Germany
428,20200223,16,0,Germany
429,20200224,16,0,Germany
430,20200225,18,2,Germany
431,20200226,26,8,Germany
432,20200227,48,22,Germany
433,20200228,74,26,Germany
434,20200229,79,5,Germany
435,20200301,130,51,Germany
436,20200302,165,35,Germany
437,20200303,203,38,Germany
438,20200304,262,59,Germany
439,20200305,545,283,Germany
440,20200306,670,125,Germany
441,20200307,800,130,Germany
442,20200308,1040,240,Germany
443,20200309,1224,184,Germany
444,20200310,1565,341,Germany
445,20200311,1966,401,Germany
446,20200312,2745,779,Germany
447,20200313,3675,930,Germany
448,20200314,4599,924,Germany
449,20200315,5813,1214,Germany
450,20200316,7272,1459,Germany
451,20200317,9367,2095,Germany
452,20200318,12327,2960,Germany
453,20200319,15320,2993,Germany
454,20200320,19848,4528,Germany
455,20200321,22364,2516,Germany
456,20200322,24873,2509,Germany
457,20200323,29056,4183,Germany
458,20200324,32991,3935,Germany
459,20200325,37323,4332,Germany
460,20200326,43938,6615,Germany
461,20200327,50871,6933,Germany
462,20200328,57695,6824,Germany
463,20200329,62435,4740,Germany
464,20200215,0,0,Greece
465,20200216,0,0,Greece
466,20200217,0,0,Greece
467,20200218,0,0,Greece
468,20200219,0,0,Greece
469,20200220,0,0,Greece
470,20200221,0,0,Greece
471,20200222,0,0,Greece
472,20200223,0,0,Greece
473,20200224,0,0,Greece
474,20200225,0,0,Greece
475,20200226,1,1,Greece
476,20200227,3,2,Greece
477,20200228,4,1,Greece
478,20200229,7,3,Greece
479,20200301,7,0,Greece
480,20200302,7,0,Greece
481,20200303,7,0,Greece
482,20200304,9,2,Greece
483,20200305,31,22,Greece
484,20200306,45,14,Greece
485,20200307,66,21,Greece
486,20200308,73,7,Greece
487,20200309,84,11,Greece
488,20200310,89,5,Greece
489,20200311,99,10,Greece
490,20200312,117,18,Greece
491,20200313,190,73,Greece
492,20200314,228,38,Greece
493,20200315,331,103,Greece
494,20200316,352,21,Greece
495,20200317,387,35,Greece
496,20200318,418,31,Greece
497,20200319,464,46,Greece
498,20200320,495,31,Greece
499,20200321,530,35,Greece
500,20200322,624,94,Greece
501,20200323,695,71,Greece
502,20200324,743,48,Greece
503,20200325,821,78,Greece
504,20200326,892,71,Greece
505,20200327,966,74,Greece
