date,cum_cases,cum_deaths,new_cases,new_deaths,country
20200217,22,0,0,0,Malaysia
20200218,22,0,0,0,Malaysia
20200219,22,0,0,0,Malaysia
20200220,22,0,0,0,Malaysia
20200221,22,0,0,0,Malaysia
20200222,22,0,0,0,Malaysia
20200223,22,0,0,0,Malaysia
20200224,22,0,0,0,Malaysia
20200225,22,0,0,0,Malaysia
20200226,22,0,0,0,Malaysia
20200227,22,0,0,0,Malaysia
20200228,25,0,3,0,Malaysia
20200229,25,0,0,0,Malaysia
20200301,29,0,4,0,Malaysia
20200302,29,0,0,0,Malaysia
20200303,36,0,7,0,Malaysia
20200304,50,0,14,0,Malaysia
20200305,55,0,5,0,Malaysia
20200306,83,0,28,0,Malaysia
20200307,93,0,10,0,Malaysia
20200308,99,0,6,0,Malaysia
20200309,117,0,18,0,Malaysia
20200310,129,0,12,0,Malaysia
20200311,149,0,20,0,Malaysia
20200312,158,0,9,0,Malaysia
20200313,197,0,39,0,Malaysia
20200314,238,0,41,0,Malaysia
20200315,428,0,190,0,Malaysia
20200316,566,0,138,0,Malaysia
20200317,673,2,107,2,Malaysia
20200318,790,2,117,0,Malaysia
20200319,900,2,110,0,Malaysia
20200320,1030,3,130,1,Malaysia
20200321,1183,8,153,5,Malaysia
20200322,1306,10,123,2,Malaysia
20200323,1518,14,212,4,Malaysia
20200324,1624,16,106,2,Malaysia
20200325,1796,20,172,4,Malaysia
20200326,2031,23,235,3,Malaysia
20200327,2161,26,130,3,Malaysia
20200328,2320,27,159,1,Malaysia
20200329,2470,35,150,8,Malaysia
20200330,2626,37,156,2,Malaysia
20200331,2766,43,140,6,Malaysia
20200401,2908,45,142,2,Malaysia
20200402,3116,50,208,5,Malaysia
20200403,3333,53,217,3,Malaysia
20200404,3483,57,150,4,Malaysia
20200405,3662,61,179,4,Malaysia
20200406,3793,62,131,1,Malaysia
20200407,3963,63,170,1,Malaysia
20200408,4119,65,156,2,Malaysia
20200409,4228,67,109,2,Malaysia
20200410,4346,70,118,3,Malaysia
20200411,4530,73,184,3,Malaysia
20200412,4683,76,153,3,Malaysia
20200413,4817,77,134,1,Malaysia
20200414,4987,82,170,5,Malaysia
20200415,5072,83,85,1,Malaysia
20200416,5182,84,110,1,Malaysia
20200417,5251,86,69,2,Malaysia
20200418,5305,88,54,2,Malaysia
20200419,5389,89,84,1,Malaysia
20200420,5425,89,36,0,Malaysia
20200421,5482,92,57,3,Malaysia
20200422,5532,93,50,1,Malaysia
20200423,5603,95,71,2,Malaysia
20200424,5691,96,88,1,Malaysia
20200425,5742,98,51,2,Malaysia
20200426,5780,98,38,0,Malaysia
20200427,5820,99,40,1,Malaysia
20200428,5851,100,31,1,Malaysia
20200429,5945,100,94,0,Malaysia
20200430,6002,102,57,2,Malaysia
20200501,6071,103,69,1,Malaysia
20200502,6176,103,105,0,Malaysia
20200503,6298,105,122,2,Malaysia
20200504,6353,105,55,0,Malaysia
20200505,6383,106,30,1,Malaysia
20200506,6428,107,45,1,Malaysia
20200507,6467,107,39,0,Malaysia
20200508,6535,107,68,0,Malaysia
20200509,6589,108,54,1,Malaysia
20200510,6656,108,67,0,Malaysia
20200511,6726,109,70,1,Malaysia
20200512,6742,109,16,0,Malaysia
20200513,6779,111,37,2,Malaysia
20200514,6819,112,40,1,Malaysia
20200515,6855,112,36,0,Malaysia
20200516,6872,113,17,1,Malaysia
20200517,6894,113,22,0,Malaysia
20200518,6941,113,47,0,Malaysia
20200519,6978,114,37,1,Malaysia
20200520,7009,114,31,0,Malaysia
20200521,7059,114,50,0,Malaysia
20200522,7137,115,78,1,Malaysia
20200523,7185,115,48,0,Malaysia
20200524,7245,115,60,0,Malaysia
20200525,7417,115,172,0,Malaysia
20200526,7604,115,187,0,Malaysia
20200527,7619,115,15,0,Malaysia
20200528,7629,115,10,0,Malaysia
20200529,7732,115,103,0,Malaysia
20200530,7762,115,30,0,Malaysia
20200531,7819,115,57,0,Malaysia
20200601,7857,115,38,0,Malaysia
20200602,7877,115,20,0,Malaysia
20200603,7970,115,93,0,Malaysia
20200604,8247,115,277,0,Malaysia
20200605,8266,116,19,1,Malaysia
20200606,8303,117,37,1,Malaysia
20200607,8322,117,19,0,Malaysia
20200608,8329,117,7,0,Malaysia
20200609,8336,117,7,0,Malaysia
20200610,8338,118,2,1,Malaysia
20200611,8369,118,31,0,Malaysia
20200612,8402,119,33,1,Malaysia
20200215,0,0,0,0,Netherlands
20200216,0,0,0,0,Netherlands
20200217,0,0,0,0,Netherlands
20200218,0,0,0,0,Netherlands
20200219,0,0,0,0,Netherlands
20200220,0,0,0,0,Netherlands
20200221,0,0,0,0,Netherlands
20200222,0,0,0,0,Netherlands
20200223,0,0,0,0,Netherlands
20200224,0,0,0,0,Netherlands
20200225,0,0,0,0,Netherlands
20200226,0,0,0,0,Netherlands
20200227,1,0,1,0,Netherlands
20200228,2,0,1,0,Netherlands
20200229,7,0,5,0,Netherlands
20200301,10,0,3,0,Netherlands
20200302,18,0,8,0,Netherlands
20200303,23,0,5,0,Netherlands
20200304,38,0,15,0,Netherlands
20200305,82,0,44,0,Netherlands
20200306,128,1,46,1,Netherlands
20200307,188,1,60,0,Netherlands
20200308,265,3,77,2,Netherlands
20200309,321,4,56,1,Netherlands
20200310,382,4,61,0,Netherlands
20200311,503,5,121,1,Netherlands
20200312,614,5,111,0,Netherlands
20200313,804,10,190,5,Netherlands
20200314,959,12,155,2,Netherlands
20200315,1135,20,176,8,Netherlands
20200316,1413,24,278,4,Netherlands
20200317,1705,43,292,19,Netherlands
20200318,2051,58,346,15,Netherlands
20200319,2460,76,409,18,Netherlands
20200320,2994,106,534,30,Netherlands
20200321,3631,136,637,30,Netherlands
20200322,4204,179,573,43,Netherlands
20200323,4749,213,545,34,Netherlands
20200324,5560,276,811,63,Netherlands
20200325,6412,356,852,80,Netherlands
20200326,7431,434,1019,78,Netherlands
20200327,8603,546,1172,112,Netherlands
20200328,9762,639,1159,93,Netherlands
20200329,10866,771,1104,132,Netherlands
20200330,11750,864,884,93,Netherlands
20200331,12595,1039,845,175,Netherlands
20200401,13614,1173,1019,134,Netherlands
20200402,14697,1339,1083,166,Netherlands
20200403,15723,1487,1026,148,Netherlands
20200404,16627,1651,904,164,Netherlands
20200405,17851,1766,1224,115,Netherlands
20200406,18803,1867,952,101,Netherlands
20200407,19580,2101,777,234,Netherlands
20200408,20549,2248,969,147,Netherlands
20200409,21762,2396,1213,148,Netherlands
20200410,23097,2511,1335,115,Netherlands
20200411,24413,2643,1316,132,Netherlands
20200412,25587,2737,1174,94,Netherlands
20200413,26551,2823,964,86,Netherlands
20200414,27419,2945,868,122,Netherlands
20200415,28153,3134,734,189,Netherlands
20200416,29214,3315,1061,181,Netherlands
20200417,30449,3459,1235,144,Netherlands
20200418,31589,3601,1140,142,Netherlands
20200419,32655,3684,1066,83,Netherlands
20200420,33405,3751,750,67,Netherlands
20200421,34134,3916,729,165,Netherlands
20200422,34842,4054,708,138,Netherlands
20200423,35729,4177,887,123,Netherlands
20200424,36535,4289,806,112,Netherlands
20200425,37190,4409,655,120,Netherlands
20200426,37845,4475,655,66,Netherlands
20200427,38245,4518,400,43,Netherlands
20200428,38416,4566,171,48,Netherlands
20200429,38802,4711,386,145,Netherlands
20200430,39316,4795,514,84,Netherlands
20200501,39791,4893,475,98,Netherlands
20200502,40236,4987,445,94,Netherlands
20200503,40571,5056,335,69,Netherlands
20200504,40770,5082,199,26,Netherlands
20200505,41087,5168,317,86,Netherlands
20200506,41319,5204,232,36,Netherlands
20200507,41774,5288,455,84,Netherlands
20200508,42093,5359,319,71,Netherlands
20200509,42382,5422,289,63,Netherlands
20200510,42627,5440,245,18,Netherlands
20200511,42788,5456,161,16,Netherlands
20200512,42984,5510,196,54,Netherlands
20200513,43211,5562,227,52,Netherlands
20200514,43481,5590,270,28,Netherlands
20200515,43681,5643,200,53,Netherlands
20200516,43870,5670,189,27,Netherlands
20200517,43995,5680,125,10,Netherlands
20200518,44141,5694,146,14,Netherlands
20200519,44249,5715,108,21,Netherlands
20200520,44447,5748,198,33,Netherlands
20200521,44700,5775,253,27,Netherlands
20200522,44888,5788,188,13,Netherlands
20200523,45064,5811,176,23,Netherlands
20200524,45236,5822,172,11,Netherlands
20200525,45445,5830,209,8,Netherlands
20200526,45578,5856,133,26,Netherlands
20200527,45768,5871,190,15,Netherlands
20200528,45950,5903,182,32,Netherlands
20200529,46126,5931,176,28,Netherlands
20200530,46257,5951,131,20,Netherlands
20200531,46442,5956,185,5,Netherlands
20200601,46545,5962,103,6,Netherlands
20200602,46647,5967,102,5,Netherlands
20200603,46733,5977,86,10,Netherlands
20200604,46942,5990,209,13,Netherlands
20200605,47152,6005,210,15,Netherlands
20200606,47335,6011,183,6,Netherlands
20200607,47574,6013,239,2,Netherlands
20200608,47739,6016,165,3,Netherlands
20200609,47903,6031,164,15,Netherlands
20200610,48087,6042,184,11,Netherlands
20200611,48251,6044,164,2,Netherlands
20200612,48461,6053,210,9,Netherlands
20200215,0,0,0,0,Norway
20200216,0,0,0,0,Norway
20200217,0,0,0,0,Norway
20200218,0,0,0,0,Norway
20200219,0,0,0,0,Norway
20200220,0,0,0,0,Norway
20200221,0,0,0,0,Norway
20200222,0,0,0,0,Norway
20200223,0,0,0,0,Norway
20200224,0,0,0,0,Norway
20200225,0,0,0,0,Norway
20200226,1,0,1,0,Norway
20200227,4,0,3,0,Norway
20200228,6,0,2,0,Norway
20200229,15,0,9,0,Norway
20200301,19,0,4,0,Norway
20200302,25,0,6,0,Norway
20200303,33,0,8,0,Norway
20200304,59,0,26,0,Norway
20200305,94,0,35,0,Norway
20200306,127,0,33,0,Norway
20200307,156,0,29,0,Norway
20200308,176,0,20,0,Norway
20200309,227,0,51,0,Norway
20200310,400,0,173,0,Norway
20200311,629,0,229,0,Norway
20200312,800,1,171,1,Norway
20200313,996,1,196,0,Norway
20200314,1109,3,113,2,Norway
20200315,1256,3,147,0,Norway
20200316,1348,3,92,0,Norway
20200317,1471,3,123,0,Norway
20200318,1591,6,120,3,Norway
20200319,1790,7,199,1,Norway
20200320,1959,7,169,0,Norway
20200321,2164,7,205,0,Norway
20200322,2385,7,221,0,Norway
20200323,2625,10,240,3,Norway
20200324,2866,12,241,2,Norway
20200325,3084,14,218,2,Norway
20200326,3372,14,288,0,Norway
20200327,3771,19,399,5,Norway
20200328,4015,23,244,4,Norway
20200329,4284,26,269,3,Norway
20200330,4445,32,161,6,Norway
20200331,4641,39,196,7,Norway
20200401,4877,44,236,5,Norway
20200402,5147,50,270,6,Norway
20200403,5370,59,223,9,Norway
20200404,5550,62,180,3,Norway
20200405,5687,71,137,9,Norway
20200406,5865,76,178,5,Norway
20200407,6086,89,221,13,Norway
20200408,6042,101,-44,12,Norway
20200409,6219,108,177,7,Norway
20200410,6314,113,95,5,Norway
20200411,6409,119,95,6,Norway
20200412,6525,128,116,9,Norway
20200413,6603,134,78,6,Norway
20200414,6623,139,20,5,Norway
20200415,6797,150,174,11,Norway
20200416,6905,152,108,2,Norway
20200417,6937,161,32,9,Norway
20200418,7036,164,99,3,Norway
20200419,7078,165,42,1,Norway
20200420,7156,181,78,16,Norway
20200421,7241,182,85,1,Norway
20200422,7338,187,97,5,Norway
20200423,7401,194,63,7,Norway
20200424,7463,199,62,5,Norway
20200425,7493,201,30,2,Norway
20200426,7527,201,34,0,Norway
20200427,7599,205,72,4,Norway
20200428,7660,206,61,1,Norway
20200429,7710,207,50,1,Norway
20200430,7738,210,28,3,Norway
20200501,7783,210,45,0,Norway
20200502,7809,211,26,1,Norway
20200503,7847,211,38,0,Norway
20200504,7904,214,57,3,Norway
20200505,7955,215,51,1,Norway
20200506,7996,216,41,1,Norway
20200507,8034,217,38,1,Norway
20200508,8070,218,36,1,Norway
20200509,8099,219,29,1,Norway
20200510,8105,219,6,0,Norway
20200511,8132,224,27,5,Norway
20200512,8157,228,25,4,Norway
20200513,8175,229,18,1,Norway
20200514,8196,232,21,3,Norway
20200515,8219,232,23,0,Norway
20200516,8237,232,18,0,Norway
20200517,8249,232,12,0,Norway
20200518,8257,233,8,1,Norway
20200519,8267,233,10,0,Norway
20200520,8281,234,14,1,Norway
20200521,8309,235,28,1,Norway
20200522,8332,235,23,0,Norway
20200523,8346,235,14,0,Norway
20200524,8352,235,6,0,Norway
20200525,8364,235,12,0,Norway
20200526,8383,235,19,0,Norway
20200527,8401,235,18,0,Norway
20200528,8411,236,10,1,Norway
20200529,8422,236,11,0,Norway
20200530,8437,236,15,0,Norway
20200531,8440,236,3,0,Norway
20200601,8446,236,6,0,Norway
20200602,8455,237,9,1,Norway
20200603,8477,237,22,0,Norway
20200604,8504,238,27,1,Norway
20200605,8522,238,18,0,Norway
20200606,8531,238,9,0,Norway
20200607,8547,238,16,0,Norway
20200608,8561,239,14,1,Norway
20200609,8576,239,15,0,Norway
20200610,8594,239,18,0,Norway
20200611,8608,242,14,3,Norway
20200612,8620,242,12,0,Norway
20200215,0,0,0,0,Peru
20200216,0,0,0,0,Peru
20200217,0,0,0,0,Peru
20200218,0,0,0,0,Peru
20200219,0,0,0,0,Peru
20200220,0,0,0,0,Peru
20200221,0,0,0,0,Peru
20200222,0,0,0,0,Peru
20200223,0,0,0,0,Peru
20200224,0,0,0,0,Peru
20200225,0,0,0,0,Peru
20200226,0,0,0,0,Peru
20200227,0,0,0,0,Peru
20200228,0,0,0,0,Peru
20200229,0,0,0,0,Peru
20200301,0,0,0,0,Peru
20200302,0,0,0,0,Peru
20200303,0,0,0,0,Peru
20200304,0,0,0,0,Peru
20200305,0,0,0,0,Peru
20200306,1,0,1,0,Peru
20200307,6,0,5,0,Peru
20200308,7,0,1,0,Peru
20200309,9,0,2,0,Peru
20200310,11,0,2,0,Peru
20200311,17,0,6,0,Peru
20200312,22,0,5,0,Peru
20200313,38,0,16,0,Peru
20200314,43,0,5,0,Peru
20200315,71,0,28,0,Peru
20200316,86,0,15,0,Peru
20200317,117,0,31,0,Peru
20200318,145,0,28,0,Peru
20200319,234,1,89,1,Peru
20200320,263,4,29,3,Peru
20200321,318,5,55,1,Peru
20200322,363,5,45,0,Peru
20200323,395,5,32,0,Peru
20200324,416,7,21,2,Peru
20200325,480,9,64,2,Peru
20200326,580,9,100,0,Peru
20200327,635,11,55,2,Peru
20200328,671,16,36,5,Peru
20200329,852,18,181,2,Peru
20200330,950,24,98,6,Peru
20200331,1065,30,115,6,Peru
20200401,1323,38,258,8,Peru
20200402,1414,55,91,17,Peru
20200403,1595,61,181,6,Peru
20200404,1746,73,151,12,Peru
20200405,2281,83,535,10,Peru
20200406,2561,92,280,9,Peru
20200407,2954,107,393,15,Peru
20200408,4342,121,1388,14,Peru
20200409,5256,138,914,17,Peru
20200410,5897,169,641,31,Peru
20200411,6848,181,951,12,Peru
20200412,7519,193,671,12,Peru
20200413,9784,216,2265,23,Peru
20200414,10303,230,519,14,Peru
20200415,11475,254,1172,24,Peru
20200416,12491,274,1016,20,Peru
20200417,13489,300,998,26,Peru
20200418,14420,348,931,48,Peru
20200419,15628,400,1208,52,Peru
20200420,16325,445,697,45,Peru
20200421,17837,484,1512,39,Peru
20200422,19250,530,1413,46,Peru
20200423,20914,572,1664,42,Peru
20200424,21648,634,734,62,Peru
20200425,25331,700,3683,66,Peru
20200426,27517,728,2186,28,Peru
20200427,28699,782,1182,54,Peru
20200428,31190,854,2491,72,Peru
20200429,33931,943,2741,89,Peru
20200430,36976,1051,3045,108,Peru
20200501,40459,1124,3483,73,Peru
20200502,42534,1200,2075,76,Peru
20200503,45928,1286,3394,86,Peru
20200504,47372,1344,1444,58,Peru
20200505,51189,1444,3817,100,Peru
20200506,54817,1533,3628,89,Peru
20200507,58526,1627,3709,94,Peru
20200508,61847,1714,3321,87,Peru
20200509,65015,1814,3168,100,Peru
20200510,67307,1889,2292,75,Peru
20200511,68822,1961,1515,72,Peru
20200512,72059,2057,3237,96,Peru
20200513,76306,2169,4247,112,Peru
20200514,80604,2267,4298,98,Peru
20200515,84495,2392,3891,125,Peru
20200516,88541,2523,4046,131,Peru
20200517,92273,2648,3732,125,Peru
20200518,94933,2789,2660,141,Peru
20200519,99483,2914,4550,125,Peru
20200520,104020,3024,4537,110,Peru
20200521,108769,3148,4749,124,Peru
20200522,111698,3244,2929,96,Peru
20200523,115754,3373,4056,129,Peru
20200524,119959,3456,4205,83,Peru
20200525,123979,3629,4020,173,Peru
20200526,129751,3788,5772,159,Peru
20200527,135905,3983,6154,195,Peru
20200528,141779,4099,5874,116,Peru
20200529,148285,4230,6506,131,Peru
20200530,155671,4371,7386,141,Peru
20200531,164476,4506,8805,135,Peru
20200601,170039,4634,5563,128,Peru
20200602,174884,4767,4845,133,Peru
20200603,178914,4894,4030,127,Peru
20200604,183198,5031,4284,137,Peru
20200605,187400,5162,4202,131,Peru
20200606,191758,5301,4358,139,Peru
20200607,196515,5465,4757,164,Peru
20200608,199696,5571,3181,106,Peru
20200609,203736,5738,4040,167,Peru
20200610,208823,5903,5087,165,Peru
20200611,214788,6109,5965,206,Peru
20200612,220749,6308,5961,199,Peru
20200215,3,1,3,1,Philippines
20200216,3,1,0,0,Philippines
20200217,3,1,0,0,Philippines
20200218,3,1,0,0,Philippines
20200219,3,1,0,0,Philippines
20200220,3,1,0,0,Philippines
20200221,3,1,0,0,Philippines
20200222,3,1,0,0,Philippines
20200223,3,1,0,0,Philippines
20200224,3,1,0,0,Philippines
20200225,3,1,0,0,Philippines
20200226,3,1,0,0,Philippines
20200227,3,1,0,0,Philippines
20200228,3,1,0,0,Philippines
20200229,3,1,0,0,Philippines
20200301,3,1,0,0,Philippines
20200302,3,1,0,0,Philippines
20200303,3,1,0,0,Philippines
20200304,3,1,0,0,Philippines
20200305,3,1,0,0,Philippines
20200306,5,1,2,0,Philippines
20200307,6,1,1,0,Philippines
20200308,10,1,4,0,Philippines
20200309,24,1,14,0,Philippines
20200310,33,1,9,0,Philippines
20200311,49,2,16,1,Philippines
20200312,52,5,3,3,Philippines
20200313,64,5,12,0,Philippines
20200314,111,8,47,3,Philippines
20200315,140,12,29,4,Philippines
20200316,142,12,2,0,Philippines
20200317,187,14,45,2,Philippines
20200318,202,17,15,3,Philippines
20200319,217,17,15,0,Philippines
20200320,230,18,13,1,Philippines
20200321,307,19,77,1,Philippines
20200322,380,25,73,6,Philippines
20200323,462,33,82,8,Philippines
20200324,552,35,90,2,Philippines
20200325,636,38,84,3,Philippines
20200326,707,45,71,7,Philippines
20200327,803,54,96,9,Philippines
20200328,1075,68,272,14,Philippines
20200329,1418,71,343,3,Philippines
20200330,1546,78,128,7,Philippines
20200331,2084,88,538,10,Philippines
20200401,2311,96,227,8,Philippines
20200402,2633,107,322,11,Philippines
20200403,3018,136,385,29,Philippines
20200404,3094,144,76,8,Philippines
20200405,3246,152,152,8,Philippines
20200406,3660,163,414,11,Philippines
20200407,3764,177,104,14,Philippines
20200408,3870,182,106,5,Philippines
20200409,4076,203,206,21,Philippines
20200410,4195,221,119,18,Philippines
20200411,4428,247,233,26,Philippines
20200412,4648,297,220,50,Philippines
20200413,4932,315,284,18,Philippines
20200414,5223,335,291,20,Philippines
20200415,5453,349,230,14,Philippines
20200416,5660,362,207,13,Philippines
20200417,5878,387,218,25,Philippines
20200418,6087,397,209,10,Philippines
20200419,6259,409,172,12,Philippines
20200420,6459,428,200,19,Philippines
20200421,6599,437,140,9,Philippines
20200422,6710,446,111,9,Philippines
20200423,6981,462,271,16,Philippines
20200424,7192,477,211,15,Philippines
20200425,7294,494,102,17,Philippines
20200426,7579,501,285,7,Philippines
20200427,7777,511,198,10,Philippines
20200428,7958,530,181,19,Philippines
20200429,8212,558,254,28,Philippines
20200430,8488,568,276,10,Philippines
20200501,8772,579,284,11,Philippines
20200502,8928,603,156,24,Philippines
20200503,9223,607,295,4,Philippines
20200504,9485,623,262,16,Philippines
20200505,9684,637,199,14,Philippines
20200506,10004,658,320,21,Philippines
20200507,10343,685,339,27,Philippines
20200508,10463,696,120,11,Philippines
20200509,10610,704,147,8,Philippines
20200510,10794,719,184,15,Philippines
20200511,11086,726,292,7,Philippines
20200512,11350,751,264,25,Philippines
20200513,11618,772,268,21,Philippines
20200514,11876,790,258,18,Philippines
20200515,12091,806,215,16,Philippines
20200516,12305,817,214,11,Philippines
20200517,12513,824,208,7,Philippines
20200518,12718,831,205,7,Philippines
20200519,12942,837,224,6,Philippines
20200520,13221,842,279,5,Philippines
20200521,13434,846,213,4,Philippines
20200522,13597,857,163,11,Philippines
20200523,13777,863,180,6,Philippines
20200524,14035,868,258,5,Philippines
20200525,14319,873,284,5,Philippines
20200526,14669,886,350,13,Philippines
20200527,15049,904,380,18,Philippines
20200528,15588,921,539,17,Philippines
20200529,16634,942,1046,21,Philippines
20200530,17224,950,590,8,Philippines
20200531,18086,957,862,7,Philippines
20200601,18638,960,552,3,Philippines
20200602,18997,966,359,6,Philippines
20200603,19748,974,751,8,Philippines
20200604,20382,984,634,10,Philippines
20200605,20626,987,244,3,Philippines
20200606,21340,994,714,7,Philippines
20200607,21895,1003,555,9,Philippines
20200608,22474,1011,579,8,Philippines
20200609,22992,1017,518,6,Philippines
20200610,23732,1027,740,10,Philippines
20200611,24175,1036,443,9,Philippines
20200612,24787,1052,612,16,Philippines
20200215,0,0,0,0,Poland
20200216,0,0,0,0,Poland
20200217,0,0,0,0,Poland
20200218,0,0,0,0,Poland
20200219,0,0,0,0,Poland
20200220,0,0,0,0,Poland
20200221,0,0,0,0,Poland
20200222,0,0,0,0,Poland
20200223,0,0,0,0,Poland
20200224,0,0,0,0,Poland
20200225,0,0,0,0,Poland
20200226,0,0,0,0,Poland
20200227,0,0,0,0,Poland
20200228,0,0,0,0,Poland
20200229,0,0,0,0,Poland
20200301,0,0,0,0,Poland
20200302,0,0,0,0,Poland
20200303,0,0,0,0,Poland
20200304,1,0,1,0,Poland
20200305,1,0,0,0,Poland
20200306,5,0,4,0,Poland
20200307,6,0,1,0,Poland
20200308,11,0,5,0,Poland
20200309,17,0,6,0,Poland
20200310,22,0,5,0,Poland
20200311,31,0,9,0,Poland
20200312,51,1,20,1,Poland
20200313,68,2,17,1,Poland
20200314,104,3,36,1,Poland
20200315,125,3,21,0,Poland
20200316,177,4,52,1,Poland
20200317,238,5,61,1,Poland
20200318,287,5,49,0,Poland
20200319,355,5,68,0,Poland
20200320,425,5,70,0,Poland
20200321,536,5,111,0,Poland
20200322,634,7,98,2,Poland
20200323,749,8,115,1,Poland
20200324,901,10,152,2,Poland
20200325,1051,14,150,4,Poland
20200326,1221,16,170,2,Poland
20200327,1389,16,168,0,Poland
20200328,1638,18,249,2,Poland
20200329,1862,22,224,4,Poland
20200330,2055,31,193,9,Poland
20200331,2311,33,256,2,Poland
20200401,2554,43,243,10,Poland
20200402,2946,57,392,14,Poland
20200403,3383,71,437,14,Poland
20200404,3627,79,244,8,Poland
20200405,4102,94,475,15,Poland
20200406,4413,107,311,13,Poland
20200407,4848,129,435,22,Poland
20200408,5205,159,357,30,Poland
20200409,5575,174,370,15,Poland
20200410,5955,181,380,7,Poland
20200411,6356,208,401,27,Poland
20200412,6674,232,318,24,Poland
20200413,6934,245,260,13,Poland
20200414,7202,263,268,18,Poland
20200415,7582,286,380,23,Poland
20200416,7918,314,336,28,Poland
20200417,8379,332,461,18,Poland
20200418,8742,347,363,15,Poland
20200419,9287,360,545,13,Poland
20200420,9593,380,306,20,Poland
20200421,9856,401,263,21,Poland
20200422,10169,426,313,25,Poland
20200423,10511,454,342,28,Poland
20200424,10892,494,381,40,Poland
20200425,11273,524,381,30,Poland
20200426,11617,535,344,11,Poland
20200427,11902,562,285,27,Poland
20200428,12218,596,316,34,Poland
20200429,12640,624,422,28,Poland
20200430,12877,644,237,20,Poland
20200501,13105,651,228,7,Poland
20200502,13375,664,270,13,Poland
20200503,13693,678,318,14,Poland
20200504,14006,698,313,20,Poland
20200505,14431,716,425,18,Poland
20200506,14740,733,309,17,Poland
20200507,15047,755,307,22,Poland
20200508,15366,776,319,21,Poland
20200509,15651,785,285,9,Poland
20200510,15996,800,345,15,Poland
20200511,16326,811,330,11,Poland
20200512,16921,839,595,28,Poland
20200513,17204,861,283,22,Poland
20200514,17615,883,411,22,Poland
20200515,18016,907,401,24,Poland
20200516,18257,915,241,8,Poland
20200517,18529,925,272,10,Poland
20200518,18885,936,356,11,Poland
20200519,19268,948,383,12,Poland
20200520,19739,962,471,14,Poland
20200521,20143,972,404,10,Poland
20200522,20619,982,476,10,Poland
20200523,20931,993,312,11,Poland
20200524,21326,996,395,3,Poland
20200525,21631,1007,305,11,Poland
20200526,22074,1024,443,17,Poland
20200527,22473,1028,399,4,Poland
20200528,22825,1038,352,10,Poland
20200529,23155,1051,330,13,Poland
20200530,23571,1061,416,10,Poland
20200531,23786,1064,215,3,Poland
20200601,24165,1074,379,10,Poland
20200602,24395,1092,230,18,Poland
20200603,24687,1115,292,23,Poland
20200604,25048,1117,361,2,Poland
20200605,25410,1137,362,20,Poland
20200606,25986,1153,576,16,Poland
20200607,26561,1157,575,4,Poland
20200608,27160,1166,599,9,Poland
20200609,27560,1183,400,17,Poland
20200610,27842,1206,282,23,Poland
20200611,28201,1215,359,9,Poland
20200612,28577,1222,376,7,Poland
20200215,0,0,0,0,Portugal
20200216,0,0,0,0,Portugal
20200217,0,0,0,0,Portugal
20200218,0,0,0,0,Portugal
20200219,0,0,0,0,Portugal
20200220,0,0,0,0,Portugal
20200221,0,0,0,0,Portugal
20200222,0,0,0,0,Portugal
20200223,0,0,0,0,Portugal
20200224,0,0,0,0,Portugal
20200225,0,0,0,0,Portugal
20200226,0,0,0,0,Portugal
20200227,0,0,0,0,Portugal
20200228,0,0,0,0,Portugal
20200229,0,0,0,0,Portugal
20200301,0,0,0,0,Portugal
20200302,2,0,2,0,Portugal
20200303,4,0,2,0,Portugal
20200304,6,0,2,0,Portugal
20200305,9,0,3,0,Portugal
20200306,13,0,4,0,Portugal
20200307,21,0,8,0,Portugal
20200308,30,0,9,0,Portugal
20200309,39,0,9,0,Portugal
20200310,41,0,2,0,Portugal
20200311,61,0,20,0,Portugal
20200312,78,0,17,0,Portugal
20200313,112,0,34,0,Portugal
20200314,169,0,57,0,Portugal
20200315,245,0,76,0,Portugal
20200316,331,1,86,1,Portugal
20200317,448,1,117,0,Portugal
20200318,642,2,194,1,Portugal
20200319,786,4,144,2,Portugal
20200320,1020,6,234,2,Portugal
20200321,1280,12,260,6,Portugal
20200322,1600,14,320,2,Portugal
20200323,2060,23,460,9,Portugal
20200324,2362,33,302,10,Portugal
20200325,2995,43,633,10,Portugal
20200326,3544,60,549,17,Portugal
20200327,4268,76,724,16,Portugal
20200328,5170,100,902,24,Portugal
20200329,5962,119,792,19,Portugal
20200330,6408,140,446,21,Portugal
20200331,7443,160,1035,20,Portugal
20200401,8251,187,808,27,Portugal
20200402,9034,209,783,22,Portugal
20200403,9886,246,852,37,Portugal
20200404,10524,266,638,20,Portugal
20200405,11278,295,754,29,Portugal
20200406,11730,311,452,16,Portugal
20200407,12442,345,712,34,Portugal
20200408,13141,380,699,35,Portugal
20200409,13956,409,815,29,Portugal
20200410,15472,435,1516,26,Portugal
20200411,15987,470,515,35,Portugal
20200412,16585,504,598,34,Portugal
20200413,16934,535,349,31,Portugal
20200414,17448,567,514,32,Portugal
20200415,18091,599,643,32,Portugal
20200416,18841,629,750,30,Portugal
20200417,19022,657,181,28,Portugal
20200418,19685,687,663,30,Portugal
20200419,20206,714,521,27,Portugal
20200420,20863,735,657,21,Portugal
20200421,21379,762,516,27,Portugal
20200422,21982,785,603,23,Portugal
20200423,22353,820,371,35,Portugal
20200424,22797,854,444,34,Portugal
20200425,23294,880,497,26,Portugal
20200426,23688,903,394,23,Portugal
