date,cum_cases,cum_deaths,new_cases,new_deaths,country
20200427,23824,928,136,25,Portugal
20200428,24070,948,246,20,Portugal
20200429,24223,973,153,25,Portugal
20200430,24674,989,451,16,Portugal
20200501,24987,1007,313,18,Portugal
20200502,25190,1023,203,16,Portugal
20200503,25282,1043,92,20,Portugal
20200504,25524,1063,242,20,Portugal
20200505,25702,1074,178,11,Portugal
20200506,26182,1089,480,15,Portugal
20200507,26715,1105,533,16,Portugal
20200508,27268,1114,553,9,Portugal
20200509,27406,1126,138,12,Portugal
20200510,27581,1135,175,9,Portugal
20200511,27679,1144,98,9,Portugal
20200512,27913,1163,234,19,Portugal
20200513,28132,1175,219,12,Portugal
20200514,28319,1184,187,9,Portugal
20200515,28583,1190,264,6,Portugal
20200516,28810,1203,227,13,Portugal
20200517,29036,1218,226,15,Portugal
20200518,29209,1231,173,13,Portugal
20200519,29432,1247,223,16,Portugal
20200520,29660,1263,228,16,Portugal
20200521,29912,1277,252,14,Portugal
20200522,30200,1289,288,12,Portugal
20200523,30471,1302,271,13,Portugal
20200524,30623,1316,152,14,Portugal
20200525,30788,1330,165,14,Portugal
20200526,31007,1342,219,12,Portugal
20200527,31292,1356,285,14,Portugal
20200528,31596,1369,304,13,Portugal
20200529,31946,1383,350,14,Portugal
20200530,32203,1396,257,13,Portugal
20200531,32500,1410,297,14,Portugal
20200601,32700,1424,200,14,Portugal
20200602,32895,1436,195,12,Portugal
20200603,33261,1447,366,11,Portugal
20200604,33592,1455,331,8,Portugal
20200605,33969,1465,377,10,Portugal
20200606,34351,1474,382,9,Portugal
20200607,34693,1479,342,5,Portugal
20200608,34885,1485,192,6,Portugal
20200609,35306,1492,421,7,Portugal
20200610,35600,1497,294,5,Portugal
20200611,35910,1504,310,7,Portugal
20200612,36180,1505,270,1,Portugal
20200215,2,0,2,0,Russia
20200216,2,0,0,0,Russia
20200217,2,0,0,0,Russia
20200218,2,0,0,0,Russia
20200219,2,0,0,0,Russia
20200220,2,0,0,0,Russia
20200221,2,0,0,0,Russia
20200222,2,0,0,0,Russia
20200223,2,0,0,0,Russia
20200224,2,0,0,0,Russia
20200225,2,0,0,0,Russia
20200226,2,0,0,0,Russia
20200227,2,0,0,0,Russia
20200228,2,0,0,0,Russia
20200229,2,0,0,0,Russia
20200301,2,0,0,0,Russia
20200302,3,0,1,0,Russia
20200303,3,0,0,0,Russia
20200304,3,0,0,0,Russia
20200305,7,0,4,0,Russia
20200306,13,0,6,0,Russia
20200307,14,0,1,0,Russia
20200308,17,0,3,0,Russia
20200309,20,0,3,0,Russia
20200310,20,0,0,0,Russia
20200311,28,0,8,0,Russia
20200312,34,0,6,0,Russia
20200313,45,0,11,0,Russia
20200314,59,0,14,0,Russia
20200315,63,0,4,0,Russia
20200316,93,0,30,0,Russia
20200317,114,0,21,0,Russia
20200318,147,0,33,0,Russia
20200319,199,1,52,1,Russia
20200320,253,1,54,0,Russia
20200321,306,1,53,0,Russia
20200322,367,1,61,0,Russia
20200323,438,1,71,0,Russia
20200324,495,1,57,0,Russia
20200325,658,3,163,2,Russia
20200326,840,3,182,0,Russia
20200327,1036,4,196,1,Russia
20200328,1264,4,228,0,Russia
20200329,1534,8,270,4,Russia
20200330,1836,9,302,1,Russia
20200331,2337,17,501,8,Russia
20200401,2777,24,440,7,Russia
20200402,3548,30,771,6,Russia
20200403,4149,34,601,4,Russia
20200404,4731,43,582,9,Russia
20200405,5389,45,658,2,Russia
20200406,6343,47,954,2,Russia
20200407,7497,58,1154,11,Russia
20200408,8672,63,1175,5,Russia
20200409,10131,76,1459,13,Russia
20200410,11917,94,1786,18,Russia
20200411,13584,106,1667,12,Russia
20200412,15770,130,2186,24,Russia
20200413,18328,148,2558,18,Russia
20200414,21102,170,2774,22,Russia
20200415,24490,198,3388,28,Russia
20200416,27938,232,3448,34,Russia
20200417,32008,273,4070,41,Russia
20200418,36793,313,4785,40,Russia
20200419,42853,361,6060,48,Russia
20200420,47121,405,4268,44,Russia
20200421,52763,456,5642,51,Russia
20200422,57999,513,5236,57,Russia
20200423,62773,555,4774,42,Russia
20200424,68622,615,5849,60,Russia
20200425,74588,681,5966,66,Russia
20200426,80949,747,6361,66,Russia
20200427,87147,794,6198,47,Russia
20200428,93558,867,6411,73,Russia
20200429,99399,972,5841,105,Russia
20200430,106498,1073,7099,101,Russia
20200501,114431,1169,7933,96,Russia
20200502,124054,1222,9623,53,Russia
20200503,134687,1280,10633,58,Russia
20200504,145268,1356,10581,76,Russia
20200505,155370,1451,10102,95,Russia
20200506,165929,1537,10559,86,Russia
20200507,177160,1625,11231,88,Russia
20200508,187859,1723,10699,98,Russia
20200509,198676,1827,10817,104,Russia
20200510,209688,1915,11012,88,Russia
20200511,221344,2009,11656,94,Russia
20200512,232243,2116,10899,107,Russia
20200513,242271,2212,10028,96,Russia
20200514,252245,2305,9974,93,Russia
20200515,262843,2418,10598,113,Russia
20200516,272043,2537,9200,119,Russia
20200517,281752,2631,9709,94,Russia
20200518,290678,2722,8926,91,Russia
20200519,299941,2837,9263,115,Russia
20200520,308705,2972,8764,135,Russia
20200521,317554,3099,8849,127,Russia
20200522,326448,3249,8894,150,Russia
20200523,335882,3388,9434,139,Russia
20200524,344481,3541,8599,153,Russia
20200525,353427,3633,8946,92,Russia
20200526,362342,3807,8915,174,Russia
20200527,370680,3968,8338,161,Russia
20200528,379051,4142,8371,174,Russia
20200529,387623,4374,8572,232,Russia
20200530,396575,4555,8952,181,Russia
20200531,405843,4693,9268,138,Russia
20200601,414878,4855,9035,162,Russia
20200602,423741,5037,8863,182,Russia
20200603,432277,5215,8536,178,Russia
20200604,441108,5384,8831,169,Russia
20200605,449834,5528,8726,144,Russia
20200606,458689,5725,8855,197,Russia
20200607,467673,5859,8984,134,Russia
20200608,476658,5971,8985,112,Russia
20200609,485253,6142,8595,171,Russia
20200610,493657,6358,8404,216,Russia
20200611,502436,6532,8779,174,Russia
20200612,511423,6715,8987,183,Russia
20200215,28,0,28,0,South Korea
20200216,29,0,1,0,South Korea
20200217,30,0,1,0,South Korea
20200218,31,0,1,0,South Korea
20200219,58,0,27,0,South Korea
20200220,111,1,53,1,South Korea
20200221,209,2,98,1,South Korea
20200222,436,2,227,0,South Korea
20200223,602,6,166,4,South Korea
20200224,833,8,231,2,South Korea
20200225,977,11,144,3,South Korea
20200226,1261,12,284,1,South Korea
20200227,1766,13,505,1,South Korea
20200228,2337,16,571,3,South Korea
20200229,3150,17,813,1,South Korea
20200301,3736,21,586,4,South Korea
20200302,4335,28,599,7,South Korea
20200303,5186,32,851,4,South Korea
20200304,5621,35,435,3,South Korea
20200305,6284,42,663,7,South Korea
20200306,6593,43,309,1,South Korea
20200307,7041,48,448,5,South Korea
20200308,7313,50,272,2,South Korea
20200309,7478,53,165,3,South Korea
20200310,7513,60,35,7,South Korea
20200311,7755,60,242,0,South Korea
20200312,7869,66,114,6,South Korea
20200313,7979,67,110,1,South Korea
20200314,8086,72,107,5,South Korea
20200315,8162,75,76,3,South Korea
20200316,8236,75,74,0,South Korea
20200317,8320,81,84,6,South Korea
20200318,8413,84,93,3,South Korea
20200319,8565,91,152,7,South Korea
20200320,8652,94,87,3,South Korea
20200321,8799,102,147,8,South Korea
20200322,8897,104,98,2,South Korea
20200323,8961,111,64,7,South Korea
20200324,9037,120,76,9,South Korea
20200325,9137,126,100,6,South Korea
20200326,9241,131,104,5,South Korea
20200327,9332,139,91,8,South Korea
20200328,9478,144,146,5,South Korea
20200329,9583,152,105,8,South Korea
20200330,9661,158,78,6,South Korea
20200331,9786,162,125,4,South Korea
20200401,9887,165,101,3,South Korea
20200402,9976,169,89,4,South Korea
20200403,10062,174,86,5,South Korea
20200404,10156,177,94,3,South Korea
20200405,10237,183,81,6,South Korea
20200406,10284,186,47,3,South Korea
20200407,10331,192,47,6,South Korea
20200408,10384,200,53,8,South Korea
20200409,10423,204,39,4,South Korea
20200410,10450,208,27,4,South Korea
20200411,10480,211,30,3,South Korea
20200412,10512,214,32,3,South Korea
20200413,10537,217,25,3,South Korea
20200414,10564,222,27,5,South Korea
20200415,10591,225,27,3,South Korea
20200416,10613,229,22,4,South Korea
20200417,10635,230,22,1,South Korea
20200418,10653,232,18,2,South Korea
20200419,10661,234,8,2,South Korea
20200420,10674,236,13,2,South Korea
20200421,10683,237,9,1,South Korea
20200422,10694,238,11,1,South Korea
20200423,10702,240,8,2,South Korea
20200424,10708,240,6,0,South Korea
20200425,10718,240,10,0,South Korea
20200426,10728,242,10,2,South Korea
20200427,10738,243,10,1,South Korea
20200428,10752,244,14,1,South Korea
20200429,10761,246,9,2,South Korea
20200430,10765,247,4,1,South Korea
20200501,10774,248,9,1,South Korea
20200502,10780,250,6,2,South Korea
20200503,10793,250,13,0,South Korea
20200504,10801,252,8,2,South Korea
20200505,10804,254,3,2,South Korea
20200506,10806,255,2,1,South Korea
20200507,10810,256,4,1,South Korea
20200508,10822,256,12,0,South Korea
20200509,10840,256,18,0,South Korea
20200510,10874,256,34,0,South Korea
20200511,10909,256,35,0,South Korea
20200512,10936,258,27,2,South Korea
20200513,10962,259,26,1,South Korea
20200514,10991,260,29,1,South Korea
20200515,11018,260,27,0,South Korea
20200516,11037,262,19,2,South Korea
20200517,11050,262,13,0,South Korea
20200518,11065,263,15,1,South Korea
20200519,11078,263,13,0,South Korea
20200520,11110,263,32,0,South Korea
20200521,11122,264,12,1,South Korea
20200522,11142,264,20,0,South Korea
20200523,11165,266,23,2,South Korea
20200524,11190,266,25,0,South Korea
20200525,11206,267,16,1,South Korea
20200526,11225,269,19,2,South Korea
20200527,11265,269,40,0,South Korea
20200528,11344,269,79,0,South Korea
20200529,11402,269,58,0,South Korea
20200530,11441,269,39,0,South Korea
20200531,11468,270,27,1,South Korea
20200601,11503,271,35,1,South Korea
20200602,11541,272,38,1,South Korea
20200603,11590,273,49,1,South Korea
20200604,11629,273,39,0,South Korea
20200605,11668,273,39,0,South Korea
20200606,11719,273,51,0,South Korea
20200607,11776,273,57,0,South Korea
20200608,11814,273,38,0,South Korea
20200609,11852,274,38,1,South Korea
20200610,11902,276,50,2,South Korea
20200611,11947,276,45,0,South Korea
20200612,12003,277,56,1,South Korea
20200215,2,0,2,0,Spain
20200216,2,0,0,0,Spain
20200217,2,0,0,0,Spain
20200218,2,0,0,0,Spain
20200219,2,0,0,0,Spain
20200220,2,0,0,0,Spain
20200221,2,0,0,0,Spain
20200222,2,0,0,0,Spain
20200223,2,0,0,0,Spain
20200224,3,0,1,0,Spain
20200225,9,0,6,0,Spain
20200226,13,0,4,0,Spain
20200227,25,0,12,0,Spain
20200228,33,0,8,0,Spain
20200229,58,0,25,0,Spain
20200301,84,0,26,0,Spain
20200302,120,0,36,0,Spain
20200303,165,1,45,1,Spain
20200304,228,2,63,1,Spain
20200305,282,3,54,1,Spain
20200306,401,8,119,5,Spain
20200307,525,10,124,2,Spain
20200308,674,17,149,7,Spain
20200309,1231,30,557,13,Spain
20200310,1695,36,464,6,Spain
20200311,2277,55,582,19,Spain
20200312,3146,86,869,31,Spain
20200313,5232,133,2086,47,Spain
20200314,6391,196,1159,63,Spain
20200315,7988,294,1597,98,Spain
20200316,9942,342,1954,48,Spain
20200317,11826,533,1884,191,Spain
20200318,14769,638,2943,105,Spain
20200319,18077,831,3308,193,Spain
20200320,21571,1093,3494,262,Spain
20200321,25496,1381,3925,288,Spain
20200322,28768,1772,3272,391,Spain
20200323,35136,2311,6368,539,Spain
20200324,42058,2991,6922,680,Spain
20200325,49515,3647,7457,656,Spain
20200326,57786,4365,8271,718,Spain
20200327,65719,5138,7933,773,Spain
20200328,73235,5982,7516,844,Spain
20200329,80110,6803,6875,821,Spain
20200330,87956,7716,7846,913,Spain
20200331,95923,8464,7967,748,Spain
20200401,104118,9387,8195,923,Spain
20200402,112065,10348,7947,961,Spain
20200403,119199,11198,7134,850,Spain
20200404,126168,11947,6969,749,Spain
20200405,131646,12641,5478,694,Spain
20200406,136675,13341,5029,700,Spain
20200407,141942,14045,5267,704,Spain
20200408,148220,14792,6278,747,Spain
20200409,153222,15447,5002,655,Spain
20200410,158273,16081,5051,634,Spain
20200411,163027,16606,4754,525,Spain
20200412,166831,17209,3804,603,Spain
20200413,170099,17756,3268,547,Spain
20200414,174060,18255,3961,499,Spain
20200415,180659,18812,6599,557,Spain
20200416,184948,19130,4289,318,Spain
20200417,190839,19478,5891,348,Spain
20200418,194416,20043,3577,565,Spain
20200419,198674,20453,4258,410,Spain
20200420,200210,20852,1536,399,Spain
20200421,204178,21282,3968,430,Spain
20200422,208389,21717,4211,435,Spain
20200423,213024,22157,4635,440,Spain
20200424,219764,22524,6740,367,Spain
20200425,223759,22902,3995,378,Spain
20200426,226629,23190,2870,288,Spain
20200427,229422,23521,2793,331,Spain
20200428,232128,23822,2706,301,Spain
20200429,236899,24275,4771,453,Spain
20200430,239340,24543,2441,268,Spain
20200501,242979,24824,3639,281,Spain
20200502,245589,25100,2610,276,Spain
20200503,247122,25264,1533,164,Spain
20200504,248301,25428,1179,164,Spain
20200505,250561,25613,2260,185,Spain
20200506,253682,25857,3121,244,Spain
20200507,256855,26070,3173,213,Spain
20200508,260117,26299,3262,229,Spain
20200509,262783,26478,2666,179,Spain
20200510,264663,26621,1880,143,Spain
20200511,268143,26744,3480,123,Spain
20200512,269520,26920,1377,176,Spain
20200513,271095,27104,1575,184,Spain
20200514,272646,27321,1551,217,Spain
20200515,274367,27459,1721,138,Spain
20200516,276505,27563,2138,104,Spain
20200517,277719,27650,1214,87,Spain
20200518,278188,27709,469,59,Spain
20200519,278803,27778,615,69,Spain
20200520,279524,27888,721,110,Spain
20200521,280117,27940,593,52,Spain
20200522,281904,28628,1787,688,Spain
20200523,282370,28678,466,50,Spain
20200524,282852,28752,482,74,Spain
20200525,282480,26837,-372,-1915,Spain
20200526,283339,27117,859,280,Spain
20200527,283849,27118,510,1,Spain
20200528,284986,27119,1137,1,Spain
20200529,285644,27121,658,2,Spain
20200530,286308,27125,664,4,Spain
20200531,286509,27127,201,2,Spain
20200601,286718,27127,209,0,Spain
20200602,287012,27127,294,0,Spain
20200603,287406,27128,394,1,Spain
20200604,287740,27133,334,5,Spain
20200605,288058,27134,318,1,Spain
20200606,288390,27135,332,1,Spain
20200607,288630,27136,240,1,Spain
20200608,288797,27136,167,0,Spain
20200609,289046,27136,249,0,Spain
20200610,289360,27136,314,0,Spain
20200611,289787,27136,427,0,Spain
20200612,290289,27136,502,0,Spain
20200215,1,0,1,0,Sweden
20200216,1,0,0,0,Sweden
20200217,1,0,0,0,Sweden
20200218,1,0,0,0,Sweden
20200219,1,0,0,0,Sweden
20200220,1,0,0,0,Sweden
20200221,1,0,0,0,Sweden
20200222,1,0,0,0,Sweden
20200223,1,0,0,0,Sweden
20200224,1,0,0,0,Sweden
20200225,1,0,0,0,Sweden
20200226,2,0,1,0,Sweden
20200227,3,0,1,0,Sweden
20200228,11,0,8,0,Sweden
20200229,14,0,3,0,Sweden
20200301,14,0,0,0,Sweden
20200302,19,0,5,0,Sweden
20200303,32,0,13,0,Sweden
20200304,62,0,30,0,Sweden
20200305,87,0,25,0,Sweden
20200306,146,0,59,0,Sweden
20200307,179,0,33,0,Sweden
20200308,225,0,46,0,Sweden
20200309,326,0,101,0,Sweden
20200310,424,0,98,0,Sweden
20200311,620,1,196,1,Sweden
20200312,771,1,151,0,Sweden
20200313,923,1,152,0,Sweden
20200314,994,2,71,1,Sweden
20200315,1063,3,69,1,Sweden
20200316,1146,7,83,4,Sweden
20200317,1265,8,119,1,Sweden
20200318,1410,10,145,2,Sweden
20200319,1553,11,143,1,Sweden
20200320,1733,16,180,5,Sweden
20200321,1867,20,134,4,Sweden
20200322,1984,21,117,1,Sweden
20200323,2166,27,182,6,Sweden
20200324,2396,40,230,13,Sweden
20200325,2710,62,314,22,Sweden
20200326,2996,77,286,15,Sweden
20200327,3362,105,366,28,Sweden
20200328,3662,105,300,0,Sweden
20200329,3943,110,281,5,Sweden
20200330,4359,146,416,36,Sweden
20200331,4834,180,475,34,Sweden
20200401,5320,239,486,59,Sweden
20200402,5874,308,554,69,Sweden
20200403,6475,358,601,50,Sweden
20200404,6832,373,357,15,Sweden
20200405,7172,401,340,28,Sweden
20200406,7561,477,389,76,Sweden
20200407,8299,591,738,114,Sweden
20200408,8954,687,655,96,Sweden
20200409,9599,793,645,106,Sweden
20200410,10053,870,454,77,Sweden
20200411,10448,887,395,17,Sweden
20200412,10912,899,464,12,Sweden
20200413,11349,919,437,20,Sweden
20200414,11829,1033,480,114,Sweden
20200415,12433,1203,604,170,Sweden
20200416,13056,1333,623,130,Sweden
20200417,13744,1400,688,67,Sweden
20200418,14276,1511,532,111,Sweden
20200419,14664,1540,388,29,Sweden
20200420,15125,1580,461,40,Sweden
20200421,15831,1765,706,185,Sweden
20200422,16553,1937,722,172,Sweden
20200423,17311,2021,758,84,Sweden
20200424,18097,2152,786,131,Sweden
20200425,18570,2192,473,40,Sweden
20200426,18870,2194,300,2,Sweden
20200427,19446,2274,576,80,Sweden
20200428,20207,2355,761,81,Sweden
20200429,21037,2462,830,107,Sweden
20200430,21715,2586,678,124,Sweden
20200501,22247,2653,532,67,Sweden
20200502,22545,2669,298,16,Sweden
20200503,22807,2679,262,10,Sweden
20200504,23308,2769,501,90,Sweden
20200505,23970,2854,662,85,Sweden
20200506,24721,2941,751,87,Sweden
20200507,25542,3040,821,99,Sweden
20200508,26255,3175,713,135,Sweden
20200509,26764,3220,509,45,Sweden
20200510,27042,3225,278,5,Sweden
20200511,27528,3256,486,31,Sweden
20200512,28328,3313,800,57,Sweden
20200513,29049,3460,721,147,Sweden
20200514,29735,3529,686,69,Sweden
20200515,30446,3646,711,117,Sweden
20200516,30804,3674,358,28,Sweden
20200517,31063,3679,259,5,Sweden
20200518,31520,3698,457,19,Sweden
20200519,32209,3743,689,45,Sweden
20200520,33034,3831,825,88,Sweden
20200521,33648,3871,614,40,Sweden
20200522,34177,3925,529,54,Sweden
20200523,34580,3992,403,67,Sweden
20200524,34790,3998,210,6,Sweden
20200525,35295,4029,505,31,Sweden
20200526,36052,4125,757,96,Sweden
20200527,36868,4220,816,95,Sweden
20200528,37639,4266,771,46,Sweden
20200529,38415,4350,776,84,Sweden
20200530,38847,4395,432,45,Sweden
20200531,39112,4395,265,0,Sweden
20200601,39756,4403,644,8,Sweden
20200602,40645,4468,889,65,Sweden
20200603,41715,4542,1070,74,Sweden
20200604,42757,4562,1042,20,Sweden
20200605,43900,4639,1143,77,Sweden
20200606,44726,4656,826,17,Sweden
20200607,45188,4659,462,3,Sweden
20200608,45731,4694,543,35,Sweden
20200609,46666,4717,935,23,Sweden
20200610,48153,4795,1487,78,Sweden
20200611,49479,4814,1326,19,Sweden
20200612,49684,4854,205,40,Sweden
20200215,0,0,0,0,Switzerland
20200216,0,0,0,0,Switzerland
20200217,0,0,0,0,Switzerland
20200218,0,0,0,0,Switzerland
20200219,0,0,0,0,Switzerland
20200220,0,0,0,0,Switzerland
20200221,0,0,0,0,Switzerland
20200222,0,0,0,0,Switzerland
20200223,0,0,0,0,Switzerland
20200224,0,0,0,0,Switzerland
20200225,1,0,1,0,Switzerland
20200226,1,0,0,0,Switzerland
20200227,8,0,7,0,Switzerland
20200228,15,0,7,0,Switzerland
20200229,19,0,4,0,Switzerland
20200301,24,0,5,0,Switzerland
20200302,30,0,6,0,Switzerland
20200303,58,0,28,0,Switzerland
20200304,93,0,35,0,Switzerland
20200305,120,1,27,1,Switzerland
20200306,214,1,94,0,Switzerland
20200307,268,1,54,0,Switzerland
20200308,332,2,64,1,Switzerland
20200309,374,2,42,0,Switzerland
20200310,497,3,123,1,Switzerland
20200311,652,4,155,1,Switzerland
20200312,868,7,216,3,Switzerland
20200313,1139,11,271,4,Switzerland
20200314,1375,13,236,2,Switzerland
20200315,2217,14,842,1,Switzerland
20200316,2353,19,136,5,Switzerland
20200317,2742,27,389,8,Switzerland
20200318,3115,33,373,6,Switzerland
20200319,4222,43,1107,10,Switzerland
20200320,5615,56,1393,13,Switzerland
20200321,6863,80,1248,24,Switzerland
20200322,7474,98,611,18,Switzerland
20200323,8795,120,1321,22,Switzerland
20200324,9877,122,1082,2,Switzerland
20200325,10897,153,1020,31,Switzerland
20200326,11811,192,914,39,Switzerland
20200327,12928,231,1117,39,Switzerland
20200328,14076,264,1148,33,Switzerland
20200329,14829,300,753,36,Switzerland
20200330,15922,359,1093,59,Switzerland
20200331,16605,433,683,74,Switzerland
20200401,17768,488,1163,55,Switzerland
20200402,18827,536,1059,48,Switzerland
20200403,19606,591,779,55,Switzerland
20200404,20505,666,899,75,Switzerland
20200405,21100,715,595,49,Switzerland
20200406,21657,765,557,50,Switzerland
20200407,22253,821,596,56,Switzerland
20200408,23280,895,1027,74,Switzerland
20200409,24051,948,771,53,Switzerland
20200410,24551,1002,500,54,Switzerland
20200411,25107,1036,556,34,Switzerland
20200412,25415,1106,308,70,Switzerland
20200413,25688,1138,273,32,Switzerland
20200414,25936,1174,248,36,Switzerland
20200415,26336,1239,400,65,Switzerland
20200416,26732,1281,396,42,Switzerland
20200417,27078,1327,346,46,Switzerland
20200418,27404,1368,326,41,Switzerland
20200419,27740,1393,336,25,Switzerland
20200420,27944,1429,204,36,Switzerland
20200421,28063,1478,119,49,Switzerland
20200422,28268,1509,205,31,Switzerland
20200423,28496,1549,228,40,Switzerland
20200424,28677,1589,181,40,Switzerland
20200425,28894,1599,217,10,Switzerland
20200426,29061,1610,167,11,Switzerland
20200427,29164,1665,103,55,Switzerland
20200428,29264,1699,100,34,Switzerland
20200429,29407,1716,143,17,Switzerland
20200430,29586,1737,179,21,Switzerland
20200501,29705,1754,119,17,Switzerland
20200502,29817,1762,112,8,Switzerland
20200503,29905,1762,88,0,Switzerland
20200504,29981,1784,76,22,Switzerland
20200505,30009,1795,28,11,Switzerland
20200506,30060,1805,51,10,Switzerland
20200507,30126,1810,66,5,Switzerland
20200508,30207,1823,81,13,Switzerland
20200509,30251,1830,44,7,Switzerland
20200510,30305,1833,54,3,Switzerland
20200511,30344,1845,39,12,Switzerland
20200512,30380,1867,36,22,Switzerland
20200513,30413,1870,33,3,Switzerland
20200514,30463,1872,50,2,Switzerland
20200515,30514,1878,51,6,Switzerland
20200516,30572,1879,58,1,Switzerland
20200517,30587,1881,15,2,Switzerland
20200518,30597,1886,10,5,Switzerland
20200519,30618,1891,21,5,Switzerland
20200520,30658,1892,40,1,Switzerland
20200521,30694,1898,36,6,Switzerland
20200522,30707,1903,13,5,Switzerland
20200523,30725,1905,18,2,Switzerland
20200524,30736,1906,11,1,Switzerland
20200525,30746,1913,10,7,Switzerland
20200526,30761,1915,15,2,Switzerland
20200527,30776,1917,15,2,Switzerland
20200528,30796,1919,20,2,Switzerland
20200529,30828,1919,32,0,Switzerland
20200530,30845,1919,17,0,Switzerland
20200531,30862,1920,17,1,Switzerland
20200601,30871,1920,9,0,Switzerland
20200602,30874,1920,3,0,Switzerland
20200603,30893,1921,19,1,Switzerland
20200604,30913,1921,20,0,Switzerland
20200605,30936,1921,23,0,Switzerland
20200606,30956,1921,20,0,Switzerland
20200607,30965,1921,9,0,Switzerland
20200608,30972,1923,7,2,Switzerland
20200609,30988,1934,16,11,Switzerland
20200610,31011,1936,23,2,Switzerland
20200611,31044,1937,33,1,Switzerland
20200612,31063,1938,19,1,Switzerland
20200215,0,0,0,0,Turkey
20200216,0,0,0,0,Turkey
20200217,0,0,0,0,Turkey
20200218,0,0,0,0,Turkey
20200219,0,0,0,0,Turkey
20200220,0,0,0,0,Turkey
20200221,0,0,0,0,Turkey
20200222,0,0,0,0,Turkey
20200223,0,0,0,0,Turkey
20200224,0,0,0,0,Turkey
20200225,0,0,0,0,Turkey
20200226,0,0,0,0,Turkey
20200227,0,0,0,0,Turkey
20200228,0,0,0,0,Turkey
20200229,0,0,0,0,Turkey
20200301,0,0,0,0,Turkey
20200302,0,0,0,0,Turkey
20200303,0,0,0,0,Turkey
20200304,0,0,0,0,Turkey
20200305,0,0,0,0,Turkey
20200306,0,0,0,0,Turkey
20200307,0,0,0,0,Turkey
20200308,0,0,0,0,Turkey
20200309,0,0,0,0,Turkey
20200310,1,0,1,0,Turkey
20200311,1,0,0,0,Turkey
20200312,1,0,0,0,Turkey
20200313,5,0,4,0,Turkey
20200314,6,0,1,0,Turkey
20200315,18,0,12,0,Turkey
20200316,47,0,29,0,Turkey
20200317,98,1,51,1,Turkey
20200318,191,2,93,1,Turkey
20200319,359,4,168,2,Turkey
20200320,670,9,311,5,Turkey
20200321,947,21,277,12,Turkey
20200322,1236,30,289,9,Turkey
20200323,1529,37,293,7,Turkey
20200324,1872,44,343,7,Turkey
20200325,2433,59,561,15,Turkey
20200326,3629,75,1196,16,Turkey
20200327,5698,92,2069,17,Turkey
20200328,7402,108,1704,16,Turkey
20200329,9217,131,1815,23,Turkey
20200330,10827,168,1610,37,Turkey
20200331,13531,214,2704,46,Turkey
20200401,15679,277,2148,63,Turkey
20200402,18135,356,2456,79,Turkey
20200403,20921,425,2786,69,Turkey
20200404,23934,501,3013,76,Turkey
20200405,27069,574,3135,73,Turkey
20200406,30217,649,3148,75,Turkey
20200407,34109,725,3892,76,Turkey
20200408,38226,812,4117,87,Turkey
20200409,42282,908,4056,96,Turkey
20200410,47029,1006,4747,98,Turkey
20200411,52167,1101,5138,95,Turkey
20200412,56956,1198,4789,97,Turkey
20200413,61049,1296,4093,98,Turkey
20200414,65111,1403,4062,107,Turkey
20200415,69392,1518,4281,115,Turkey
20200416,74193,1643,4801,125,Turkey
20200417,78546,1769,4353,126,Turkey
20200418,82329,1890,3783,121,Turkey
20200419,86306,2017,3977,127,Turkey
20200420,90980,2140,4674,123,Turkey
20200421,95591,2259,4611,119,Turkey
20200422,98674,2376,3083,117,Turkey
20200423,101790,2491,3116,115,Turkey
20200424,104912,2600,3122,109,Turkey
20200425,107773,2706,2861,106,Turkey
20200426,110130,2805,2357,99,Turkey
20200427,112261,2900,2131,95,Turkey
20200428,114653,2992,2392,92,Turkey
20200429,117589,3081,2936,89,Turkey
20200430,120204,3174,2615,93,Turkey
20200501,122392,3258,2188,84,Turkey
20200502,124375,3336,1983,78,Turkey
20200503,126045,3397,1670,61,Turkey
20200504,127659,3461,1614,64,Turkey
20200505,129491,3520,1832,59,Turkey
20200506,131744,3584,2253,64,Turkey
20200507,133721,3641,1977,57,Turkey
20200508,135569,3689,1848,48,Turkey
20200509,137115,3739,1546,50,Turkey
20200510,138657,3786,1542,47,Turkey
20200511,139771,3841,1114,55,Turkey
20200512,141475,3894,1704,53,Turkey
20200513,143114,3952,1639,58,Turkey
20200514,144749,4007,1635,55,Turkey
20200515,146457,4055,1708,48,Turkey
20200516,148067,4096,1610,41,Turkey
20200517,149435,4140,1368,44,Turkey
20200518,150593,4171,1158,31,Turkey
20200519,151615,4199,1022,28,Turkey
20200520,152587,4222,972,23,Turkey
20200521,153548,4249,961,27,Turkey
20200522,154500,4276,952,27,Turkey
20200523,155686,4308,1186,32,Turkey
20200524,156827,4340,1141,32,Turkey
20200525,157814,4369,987,29,Turkey
20200526,158762,4397,948,28,Turkey
20200527,159797,4431,1035,34,Turkey
20200528,160979,4461,1182,30,Turkey
20200529,162120,4489,1141,28,Turkey
20200530,163103,4515,983,26,Turkey
20200531,163942,4540,839,25,Turkey
20200601,164769,4563,827,23,Turkey
20200602,165555,4585,786,22,Turkey
20200603,166422,4609,867,24,Turkey
20200604,167410,4630,988,21,Turkey
20200605,168340,4648,930,18,Turkey
20200606,169218,4669,878,21,Turkey
20200607,170132,4692,914,23,Turkey
20200608,171121,4711,989,19,Turkey
20200609,172114,4729,993,18,Turkey
20200610,173036,4746,922,17,Turkey
20200611,174023,4763,987,17,Turkey
